dataset,index,layer,learning_rate,optimizer,token_length,match,inversion_time,timesteps,times
token_length_filtered_dataset.csv,6,1,0.1,SGD,20,True,7.031470537185669,33_29_30_19_56_18_74_30_22_13_41_33_45_40_23_59_29_56_32_11,0.32_0.29_0.30_0.19_0.56_0.18_0.75_0.30_0.22_0.13_0.41_0.33_0.45_0.41_0.23_0.60_0.30_0.58_0.34_0.12
token_length_filtered_dataset.csv,7,1,0.1,SGD,20,True,5.779350757598877,11_21_41_40_15_13_65_14_6_34_21_23_14_61_34_34_26_42_36_10,0.11_0.21_0.42_0.41_0.15_0.13_0.67_0.14_0.06_0.35_0.21_0.23_0.14_0.63_0.35_0.35_0.28_0.44_0.38_0.11
token_length_filtered_dataset.csv,8,1,0.1,SGD,20,True,6.44152307510376,14_33_22_8_15_38_16_13_59_35_17_49_64_34_48_20_67_36_27_10,0.14_0.33_0.22_0.08_0.15_0.39_0.16_0.13_0.60_0.36_0.17_0.50_0.66_0.35_0.49_0.20_0.71_0.38_0.28_0.10
token_length_filtered_dataset.csv,9,1,0.1,SGD,20,True,4.89528226852417,17_24_47_27_5_9_52_27_35_13_18_16_8_20_31_27_22_15_53_10,0.17_0.24_0.48_0.28_0.05_0.09_0.53_0.27_0.36_0.13_0.18_0.16_0.08_0.21_0.32_0.28_0.23_0.16_0.56_0.10
token_length_filtered_dataset.csv,0,2,0.1,SGD,20,True,14.944725751876831,54_108_105_38_74_90_52_65_59_41_59_96_132_60_70_39_50_101_57_27,0.57_1.16_1.14_0.41_0.80_0.97_0.56_0.70_0.64_0.44_0.64_1.04_1.43_0.65_0.76_0.42_0.55_1.12_0.63_0.30
token_length_filtered_dataset.csv,1,2,0.1,SGD,20,True,15.439355850219727,70_39_59_74_111_174_69_20_36_68_51_38_97_157_85_56_87_75_35_29,0.73_0.42_0.64_0.79_1.19_1.88_0.75_0.22_0.39_0.74_0.55_0.41_1.05_1.70_0.92_0.61_0.95_0.82_0.38_0.32
token_length_filtered_dataset.csv,2,2,0.1,SGD,20,True,14.699598789215088,70_36_59_46_103_76_93_66_63_80_26_168_88_57_65_34_64_101_35_30,0.73_0.38_0.63_0.49_1.11_0.82_1.01_0.71_0.68_0.86_0.28_1.81_0.95_0.62_0.70_0.37_0.70_1.11_0.38_0.33
token_length_filtered_dataset.csv,3,2,0.1,SGD,20,True,14.22248387336731,22_101_115_12_29_145_44_101_30_36_42_49_87_111_173_13_28_80_76_27,0.23_1.08_1.23_0.13_0.31_1.56_0.47_1.09_0.32_0.39_0.45_0.53_0.93_1.20_1.87_0.14_0.30_0.87_0.83_0.29
token_length_filtered_dataset.csv,4,2,0.1,SGD,20,True,12.866359233856201,22_21_73_44_37_80_77_81_89_77_44_90_57_22_29_100_106_16_98_27,0.23_0.22_0.78_0.47_0.40_0.86_0.83_0.88_0.96_0.83_0.47_0.97_0.62_0.24_0.31_1.08_1.17_0.18_1.07_0.30
token_length_filtered_dataset.csv,5,2,0.1,SGD,20,True,13.08600401878357,43_67_48_37_64_96_60_23_69_88_59_63_83_96_39_76_50_54_68_26,0.45_0.72_0.52_0.40_0.69_1.03_0.65_0.25_0.74_0.95_0.64_0.68_0.90_1.05_0.42_0.82_0.55_0.59_0.75_0.29
token_length_filtered_dataset.csv,6,2,0.1,SGD,20,True,15.63099455833435,70_98_77_36_93_33_145_67_53_23_69_65_91_96_41_119_76_92_74_22,0.75_1.05_0.82_0.39_1.00_0.35_1.57_0.72_0.57_0.25_0.75_0.71_0.99_1.05_0.44_1.29_0.84_1.02_0.82_0.25
token_length_filtered_dataset.csv,7,2,0.1,SGD,20,True,129.16676497459412,18_45_95_69_32_23_93_30_9_56_41_42_33_111_105_62_59_110_10820_27,0.19_0.49_1.03_0.75_0.35_0.25_1.01_0.33_0.10_0.61_0.45_0.46_0.36_1.22_1.14_0.67_0.66_1.23_117.60_0.28
token_length_filtered_dataset.csv,8,2,0.1,SGD,20,True,13.325700283050537,22_68_62_11_29_93_28_22_118_80_33_87_94_74_90_49_117_84_46_27,0.22_0.73_0.66_0.12_0.31_1.00_0.30_0.24_1.26_0.86_0.35_0.94_1.00_0.79_0.97_0.53_1.29_0.94_0.52_0.30
token_length_filtered_dataset.csv,9,2,0.1,SGD,20,True,11.718900203704834,39_49_75_59_9_16_140_67_88_23_36_41_10_49_76_69_52_32_105_27,0.41_0.54_0.82_0.65_0.10_0.17_1.55_0.74_0.97_0.25_0.40_0.45_0.11_0.54_0.84_0.76_0.58_0.36_1.17_0.30
token_length_filtered_dataset.csv,0,3,0.1,SGD,20,True,31.258764028549194,86_161_182_81_165_203_93_151_105_91_100_182_196_107_186_89_118_198_157_52,0.91_1.83_2.05_0.91_1.88_2.31_1.07_1.75_1.22_1.05_1.16_2.11_2.30_1.25_2.16_1.03_1.41_2.35_1.86_0.61
token_length_filtered_dataset.csv,1,3,0.1,SGD,20,True,35.370866537094116,120_60_103_159_247_524_97_37_49_123_151_94_204_366_199_134_169_143_75_46,1.31_0.69_1.19_1.83_2.84_5.99_1.11_0.42_0.55_1.39_1.77_1.10_2.39_4.19_2.25_1.51_1.88_1.60_0.84_0.52
token_length_filtered_dataset.csv,2,3,0.1,SGD,20,True,31.839109182357788,120_53_103_77_216_145_249_134_143_168_43_263_160_143_160_88_112_311_64_47,1.26_0.60_1.16_0.88_2.46_1.64_2.82_1.51_1.64_1.96_0.50_3.02_1.80_1.61_1.82_1.00_1.26_3.58_0.76_0.56
token_length_filtered_dataset.csv,3,3,0.1,SGD,20,True,29.291197538375854,28_215_159_18_53_211_101_248_53_58_93_113_236_198_324_19_40_151_158_52,0.31_2.49_1.84_0.21_0.62_2.45_1.15_2.78_0.60_0.66_1.06_1.28_2.70_2.32_3.81_0.22_0.48_1.81_1.89_0.62
token_length_filtered_dataset.csv,4,3,0.1,SGD,20,True,31.403681993484497,28_38_132_96_50_191_152_210_233_243_123_224_125_40_43_271_181_24_222_52,0.31_0.45_1.54_1.12_0.58_2.23_1.78_2.46_2.72_2.84_1.44_2.61_1.46_0.47_0.50_3.16_2.16_0.29_2.65_0.62
token_length_filtered_dataset.csv,5,3,0.1,SGD,20,True,30.291868686676025,59_129_108_76_163_206_92_40_121_227_164_186_168_191_74_169_109_111_141_57,0.67_1.50_1.25_0.88_1.90_2.39_1.07_0.46_1.41_2.65_1.91_2.17_1.96_2.23_0.87_1.99_1.30_1.32_1.67_0.68
token_length_filtered_dataset.csv,6,3,0.1,SGD,20,True,33.74766802787781,120_142_158_61_238_56_269_119_119_40_168_158_209_161_94_226_148_244_186_49,1.35_1.64_1.83_0.71_2.77_0.65_3.13_1.36_1.34_0.45_1.90_1.79_2.36_1.81_1.07_2.56_1.66_2.73_2.08_0.55
token_length_filtered_dataset.csv,7,3,0.1,SGD,20,True,35.32338905334473,27_112_182_139_77_40_204_45_13_92_82_99_86_217_270_175_105_209_923_54,0.29_1.27_2.04_1.57_0.87_0.45_2.30_0.51_0.15_1.02_0.92_1.11_0.96_2.43_3.04_1.98_1.18_2.34_10.30_0.60
token_length_filtered_dataset.csv,8,3,0.1,SGD,20,True,33.25771641731262,28_113_124_18_46_205_57_41_363_242_87_173_177_228_182_155_237_235_102_60,0.29_1.29_1.39_0.20_0.52_2.31_0.65_0.46_4.08_2.82_1.02_2.03_2.08_2.67_2.13_1.81_2.81_2.77_1.21_0.71
token_length_filtered_dataset.csv,9,3,0.1,SGD,20,True,25.562957048416138,51_102_123_201_16_26_313_157_224_38_62_77_15_66_224_146_102_63_206_55,0.55_1.17_1.41_2.28_0.18_0.29_3.53_1.77_2.52_0.43_0.71_0.86_0.17_0.75_2.54_1.66_1.14_0.69_2.30_0.61
token_length_filtered_dataset.csv,0,4,0.1,SGD,20,True,61.46107316017151,161_243_255_181_318_368_195_292_180_156_207_318_579_190_315_142_204_347_359_100,1.78_2.88_3.01_2.14_3.79_4.37_2.31_3.45_2.13_1.85_2.45_3.87_7.15_2.34_3.88_1.73_2.42_4.20_4.46_1.26
token_length_filtered_dataset.csv,1,4,0.1,SGD,20,True,72.98179459571838,229_80_178_315_604_863_197_76_77_294_344_174_348_676_559_246_270_238_139_65,2.72_0.98_2.18_3.81_7.23_10.43_2.40_0.93_0.94_3.59_4.18_2.13_4.25_8.35_6.91_3.04_3.38_2.98_1.74_0.82
token_length_filtered_dataset.csv,2,4,0.1,SGD,20,True,69.62085628509521,229_79_274_254_400_266_422_276_225_323_79_401_385_322_344_146_184_966_131_65,2.73_0.96_3.34_3.08_4.86_3.24_5.14_3.37_2.74_3.93_0.96_4.89_4.70_3.94_4.21_1.79_2.18_11.25_1.52_0.76
token_length_filtered_dataset.csv,3,4,0.1,SGD,20,True,56.03759765625,39_473_276_26_87_328_182_338_85_137_190_293_389_387_628_34_59_296_304_102,0.43_5.65_3.29_0.31_1.04_3.92_2.18_4.01_1.01_1.63_2.28_3.51_4.63_4.62_7.54_0.41_0.74_3.73_3.84_1.28
token_length_filtered_dataset.csv,4,4,0.1,SGD,20,True,70.72784161567688,39_82_329_203_76_312_173_432_423_360_360_401_302_63_66_844_303_42_896_100,0.47_1.00_4.03_2.49_0.92_3.83_2.12_5.31_5.21_4.38_4.38_4.88_3.64_0.76_0.80_10.17_3.69_0.51_10.90_1.21
token_length_filtered_dataset.csv,5,4,0.1,SGD,20,True,56.89548087120056,110_316_193_134_282_404_179_68_293_386_274_437_205_300_156_304_179_206_229_102,1.26_3.77_2.30_1.59_3.37_4.82_2.14_0.81_3.50_4.62_3.27_5.22_2.46_3.59_1.86_3.61_2.17_2.50_2.78_1.24
token_length_filtered_dataset.csv,6,4,0.1,SGD,20,True,71.71360921859741,229_226_317_168_359_90_406_482_262_68_317_333_377_437_221_313_368_439_465_104,2.62_2.69_3.77_1.98_4.25_1.08_4.85_5.76_3.13_0.82_3.80_3.99_4.53_5.26_2.66_3.76_4.51_5.34_5.66_1.26
token_length_filtered_dataset.csv,7,4,0.1,SGD,20,True,142.98923468589783,64_212_326_253_167_70_374_83_22_123_138_202_132_416_980_241_232_364_7250_104,0.73_2.52_3.90_3.02_1.99_0.84_4.47_0.99_0.26_1.47_1.65_2.41_1.58_4.98_11.77_2.89_2.82_4.43_89.01_1.27
token_length_filtered_dataset.csv,8,4,0.1,SGD,20,True,74.45315527915955,39_386_287_29_66_386_135_80_1110_483_181_291_269_539_315_285_424_584_204_107,0.45_4.62_3.41_0.34_0.79_4.63_1.62_0.96_13.29_5.74_2.15_3.47_3.22_6.48_3.78_3.42_5.15_7.12_2.50_1.31
token_length_filtered_dataset.csv,9,4,0.1,SGD,20,True,49.34571957588196,83_379_222_404_22_46_494_265_474_68_123_109_24_121_284_204_214_111_367_111,0.96_4.50_2.62_4.80_0.26_0.55_5.88_3.16_5.64_0.80_1.46_1.30_0.29_1.44_3.40_2.47_2.62_1.35_4.48_1.36
token_length_filtered_dataset.csv,0,5,0.1,SGD,20,True,97.3866057395935,274_230_495_217_586_649_244_505_291_199_261_511_622_279_312_253_458_624_492_190,3.32_2.89_6.21_2.73_7.34_8.09_3.04_6.33_3.69_2.53_3.33_6.52_7.83_3.52_3.92_3.20_5.94_8.11_6.40_2.45
token_length_filtered_dataset.csv,1,5,0.1,SGD,20,True,117.95099401473999,355_131_199_408_710_1593_276_92_94_389_758_303_458_1253_555_463_497_426_278_92,4.28_1.63_2.49_5.11_8.96_20.15_3.52_1.17_1.18_4.95_9.59_3.84_5.81_15.92_7.03_5.83_6.35_5.44_3.54_1.17
token_length_filtered_dataset.csv,2,5,0.1,SGD,20,True,114.80789971351624,355_106_394_348_525_262_618_469_301_696_129_866_699_477_521_391_269_1230_262_89,4.28_1.32_4.94_4.39_6.63_3.32_7.84_5.97_3.87_8.93_1.65_11.06_8.98_6.13_6.68_4.97_3.48_15.86_3.38_1.14
token_length_filtered_dataset.csv,3,5,0.1,SGD,20,True,88.207768201828,52_670_541_45_167_644_324_422_121_179_313_417_688_438_751_62_88_456_343_205,0.63_8.42_6.85_0.57_2.11_8.12_4.10_5.38_1.54_2.28_3.99_5.32_8.80_5.60_9.58_0.79_1.13_5.90_4.44_2.65
token_length_filtered_dataset.csv,4,5,0.1,SGD,20,True,128.9129195213318,52_95_540_364_99_519_435_1025_854_935_584_570_425_86_94_1667_419_58_1014_232,0.63_1.20_6.83_4.64_1.27_6.61_5.52_13.08_11.00_11.87_7.45_7.26_5.44_1.10_1.20_21.31_5.47_0.76_13.25_3.03
token_length_filtered_dataset.csv,5,5,0.1,SGD,20,True,101.45934844017029,223_357_298_251_522_674_267_91_519_659_349_641_462_526_237_451_434_361_428_204,2.68_4.50_3.77_3.17_6.62_8.51_3.42_1.17_6.66_8.37_4.42_8.17_5.88_6.70_3.02_5.73_5.64_4.73_5.62_2.68
token_length_filtered_dataset.csv,6,5,0.1,SGD,20,True,123.71363711357117,355_403_529_174_463_155_760_728_374_90_600_533_498_847_430_643_535_850_594_122,4.38_5.16_6.77_2.21_5.88_1.97_9.61_9.32_4.77_1.15_7.71_6.84_6.35_10.77_5.47_8.16_6.88_10.98_7.74_1.59
token_length_filtered_dataset.csv,7,5,0.1,SGD,20,True,209.7350471019745,107_346_599_387_225_101_708_121_29_155_205_300_205_709_1740_444_409_437_8880_190,1.31_4.38_7.61_4.91_2.87_1.30_9.13_1.56_0.38_2.00_2.60_3.81_2.61_9.01_22.18_5.65_5.31_5.69_114.99_2.45
token_length_filtered_dataset.csv,8,5,0.1,SGD,20,True,128.09827756881714,52_528_837_45_103_501_235_116_1645_922_305_394_402_876_409_684_778_629_304_254,0.63_6.68_10.63_0.57_1.31_6.38_2.99_1.48_20.94_11.79_3.88_5.02_5.12_11.25_5.27_8.78_10.03_8.12_3.93_3.28
token_length_filtered_dataset.csv,9,5,0.1,SGD,20,True,86.76464462280273,179_416_367_702_35_79_1038_418_967_90_174_207_36_143_376_330_375_160_520_196,2.15_5.24_4.64_8.87_0.44_1.00_13.20_5.32_12.30_1.15_2.22_2.64_0.46_1.83_4.79_4.20_4.89_2.08_6.79_2.56
token_length_filtered_dataset.csv,0,6,0.1,SGD,20,True,118.02007579803467,348_261_470_310_787_464_263_474_282_392_323_627_703_272_488_351_498_510_743_245,4.50_3.48_6.24_4.10_10.46_6.20_3.53_6.37_3.78_5.22_4.30_8.42_9.43_3.65_6.53_4.68_6.76_6.91_10.13_3.34
token_length_filtered_dataset.csv,1,6,0.1,SGD,20,True,154.65119910240173,412_185_315_531_793_1700_423_155_112_742_798_392_395_1361_675_420_926_752_363_110,5.29_2.45_4.18_7.09_10.62_22.70_5.65_2.06_1.49_9.89_10.62_5.22_5.28_18.30_9.00_5.58_12.59_10.22_4.93_1.47
token_length_filtered_dataset.csv,2,6,0.1,SGD,20,True,168.51520228385925,412_137_756_488_591_274_1057_523_382_822_152_1498_902_650_905_420_258_1949_326_104,5.16_1.80_10.01_6.45_7.85_3.67_14.11_6.99_5.10_10.93_2.03_20.00_12.08_8.70_12.09_5.65_3.56_26.50_4.43_1.42
token_length_filtered_dataset.csv,3,6,0.1,SGD,20,True,113.28942799568176,71_525_653_54_231_609_407_540_154_214_288_511_636_767_1177_83_95_717_459_239,0.90_6.92_8.63_0.72_3.08_8.07_5.55_7.35_2.09_2.91_3.93_6.87_8.47_10.16_15.77_1.14_1.30_9.87_6.30_3.27
token_length_filtered_dataset.csv,4,6,0.1,SGD,20,True,184.72405004501343,71_140_953_545_119_773_566_1027_846_1469_597_469_572_100_109_3614_541_79_828_255,0.92_1.89_12.60_7.33_1.62_10.57_7.75_13.94_11.41_19.89_8.03_6.29_7.73_1.37_1.50_49.11_7.12_1.04_11.13_3.48
token_length_filtered_dataset.csv,5,6,0.1,SGD,20,True,131.0505473613739,331_544_484_329_642_518_442_123_555_729_310_691_479_698_332_376_634_452_775_263,4.16_7.28_6.55_4.41_8.48_6.81_5.83_1.65_7.41_9.92_4.24_9.39_6.56_9.52_4.51_5.15_8.76_6.24_10.58_3.60
